Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1998-01-20 00:00:00-05:00,42.949492055967056,43.51870219164855,42.72525776009253,43.5014533996582,1744600,0.0,0.0,0.0
1998-01-21 00:00:00-05:00,43.10477208306348,43.26001135827259,42.65630306579271,42.96678161621094,1839600,0.0,0.0,0.0
1998-01-22 00:00:00-05:00,42.60454559326172,42.97539487676582,42.46655516219043,42.60454559326172,1662600,0.0,0.0,0.0
1998-01-23 00:00:00-05:00,42.77702220074542,42.91501259494137,42.121567828314646,42.501041412353516,1693700,0.0,0.0,0.0
1998-01-26 00:00:00-05:00,42.70807017370299,42.87193393244701,42.466586739764445,42.6735725402832,1172800,0.0,0.0,0.0
1998-01-27 00:00:00-05:00,42.57003623240003,43.36348099199906,42.54416303371745,43.173744201660156,1454500,0.0,0.0,0.0
1998-01-28 00:00:00-05:00,43.26000933172579,43.7343515393105,43.17376529398312,43.673980712890625,1181200,0.0,0.0,0.0
1998-01-29 00:00:00-05:00,43.63948293578573,44.29493762019674,43.54461449462098,43.829219818115234,1468500,0.0,0.0,0.0
1998-01-30 00:00:00-05:00,44.122457983836554,44.122457983836554,43.58774484955237,43.73435974121094,1095600,0.0,0.0,0.0
1998-02-02 00:00:00-05:00,44.50194200094549,44.88141592498456,44.38120029784215,44.717552185058594,955600,0.0,0.0,0.0
1998-02-03 00:00:00-05:00,44.708903929122414,45.07975324797894,44.51916706831209,45.071128845214844,619400,0.0,0.0,0.0
1998-02-04 00:00:00-05:00,44.829627990722656,45.07111117343528,44.605393606775216,44.829627990722656,753200,0.0,0.0,0.0
1998-02-05 00:00:00-05:00,45.15735196104231,45.209098353663826,44.56226844589489,44.83824920654297,1067600,0.0,0.0,0.0
1998-02-06 00:00:00-05:00,44.984872596225316,45.3557218143307,44.907252992435815,45.321224212646484,1069700,0.0,0.0,0.0
1998-02-09 00:00:00-05:00,45.31265928584016,45.398903403247544,44.950433992729145,45.14017105102539,515900,0.0,0.0,0.0
1998-02-10 00:00:00-05:00,45.27811751424796,46.00256739447593,45.21774669089563,45.89907455444336,892100,0.0,0.0,0.0
1998-02-11 00:00:00-05:00,45.795581714410794,46.028440604484075,45.72658648772242,45.89907455444336,515000,0.0,0.0,0.0
1998-02-12 00:00:00-05:00,45.666248059433016,46.42519609139338,45.467886641988834,46.19233703613281,1065000,0.0,0.0,0.0
1998-02-13 00:00:00-05:00,46.00259437040817,46.278575438997045,45.90772587808074,46.16645812988281,596700,0.0,0.0,0.0
1998-02-17 00:00:00-05:00,46.53730540789636,46.76154001512492,46.30444639269747,46.399314880371094,840600,0.0,0.0,0.0
1998-02-18 00:00:00-05:00,46.40789712443838,46.752873129823534,46.27853112241894,46.70975112915039,773000,0.0,0.0,0.0
1998-02-19 00:00:00-05:00,46.71841624989648,46.75291388050375,46.26994705200196,46.26994705200195,804800,0.0,0.0,0.0
1998-02-20 00:00:00-05:00,46.407932760983336,46.623542929915615,45.985336829876076,46.520050048828125,540600,0.0,0.0,0.0
1998-02-23 00:00:00-05:00,46.91675225775744,46.91675225775744,46.34754166051259,46.50278091430664,639200,0.0,0.0,0.0
1998-02-24 00:00:00-05:00,46.43380619798388,46.589045520339695,46.10607873967716,46.364810943603516,702700,0.0,0.0,0.0
1998-02-25 00:00:00-05:00,46.50279839434747,47.003013955711005,46.40792992581301,46.74428176879883,687400,0.0,0.0,0.0
1998-02-26 00:00:00-05:00,46.70115181459199,47.03750360051426,46.5890345526179,47.00300598144531,439800,0.0,0.0,0.0
