Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1972-06-01 04:00:00,0.1367159932851791,0.1371206020576228,0.1367159932851791,0.1367159932851791,249600,0.0,0.0
1972-06-02 04:00:00,0.1371205896139145,0.1383339714402716,0.1371205896139145,0.1371205896139145,172800,0.0,0.0
1972-06-05 04:00:00,0.1371205534906836,0.1391428560018539,0.1367159448615489,0.1391428560018539,302400,0.0,0.0
1972-06-06 04:00:00,0.1391428560018539,0.1415697671421589,0.1387383954996199,0.1391428560018539,196800,0.0,0.0
1972-06-07 04:00:00,0.1391428808729102,0.1391428808729102,0.1379294991493225,0.1379294991493225,48000,0.0,0.0
1972-06-08 04:00:00,0.1379295602186446,0.1391429424794663,0.1375250994650374,0.1383340209722519,144000,0.0,0.0
1972-06-09 04:00:00,0.1383340209722519,0.1391429424794663,0.1375250994650374,0.1383340209722519,43200,0.0,0.0
1972-06-12 04:00:00,0.1391428158486601,0.1399518847465515,0.1391428158486601,0.1399518847465515,24000,0.0,0.0
1972-06-13 04:00:00,0.1395475181470351,0.1395475181470351,0.1375250667333603,0.1375250667333603,76800,0.0,0.0
1972-06-14 04:00:00,0.1375250667333603,0.1383339880480472,0.1375250667333603,0.1375250667333603,244800,0.0,0.0
1972-06-15 04:00:00,0.138333933286338,0.1387383937835693,0.138333933286338,0.1387383937835693,206400,0.0,0.0
1972-06-16 04:00:00,0.1387383554631433,0.1399518847465515,0.1387383554631433,0.1399518847465515,48000,0.0,0.0
1972-06-19 04:00:00,0.1391428542808006,0.1391428542808006,0.1387383937835693,0.1387383937835693,91200,0.0,0.0
1972-06-20 04:00:00,0.1387383954996199,0.1391428560018539,0.1387383954996199,0.1391428560018539,14400,0.0,0.0
1972-06-21 04:00:00,0.1391428542808006,0.1391428542808006,0.1387383937835693,0.1387383937835693,48000,0.0,0.0
1972-06-22 04:00:00,0.1387383554631433,0.1399518847465515,0.1383338950776266,0.1399518847465515,86400,0.0,0.0
1972-06-23 04:00:00,0.1407608007064946,0.1419743299484253,0.1407608007064946,0.1419743299484253,96000,0.0,0.0
1972-06-26 04:00:00,0.1419744060839263,0.1423788666725158,0.1407608761912255,0.1423788666725158,62400,0.0,0.0
1972-06-27 04:00:00,0.1431877464056015,0.1439966673486474,0.1431877464056015,0.1431877464056015,67200,0.0,0.0
1972-06-28 04:00:00,0.1444013678871961,0.1472327411174774,0.1444013678871961,0.1472327411174774,144000,0.0,0.0
1972-06-29 04:00:00,0.1468282043933868,0.1468282043933868,0.1468282043933868,0.1468282043933868,28800,0.0,0.0
1972-06-30 04:00:00,0.1472327175312963,0.1488505601882934,0.1472327175312963,0.1488505601882934,72000,0.0,0.0
1972-07-03 04:00:00,0.1488504969228535,0.151277408003807,0.1488504969228535,0.151277408003807,57600,0.0,0.0
1972-07-05 04:00:00,0.1512774612743887,0.1512774612743887,0.1496596187353134,0.1496596187353134,211200,0.0,0.0
1972-07-06 04:00:00,0.1504685413039264,0.1569403558969497,0.1504685413039264,0.1569403558969497,254400,0.0,0.0
1972-07-07 04:00:00,0.1569402849170449,0.1593671957759327,0.1569402849170449,0.157749205827713,412800,0.0,0.0
1972-07-10 04:00:00,0.1577492241607653,0.1585581451654434,0.1569403031560873,0.1585581451654434,0,0.0,0.0
1972-07-11 04:00:00,0.1585581451654434,0.1589627537946831,0.1577492241607653,0.1585581451654434,2904000,0.0,0.0
1972-07-12 04:00:00,0.1585581451654434,0.1593672142970221,0.1585581451654434,0.1585581451654434,259200,0.0,0.0
1972-07-13 04:00:00,0.1585581823369466,0.1601761728525161,0.1585581823369466,0.1601761728525161,225600,0.0,0.0
1972-07-14 04:00:00,0.1601761728525161,0.1601761728525161,0.1589627910610405,0.1601761728525161,172800,0.0,0.0
1972-07-17 04:00:00,0.1601760258332683,0.1605804860591888,0.1593671053814274,0.1605804860591888,62400,0.0,0.0
1972-07-18 04:00:00,0.1605806664112277,0.1617941965787337,0.1597717450508675,0.1609851270914077,220800,0.0,0.0
1972-07-19 04:00:00,0.1609850568992247,0.1617941260337829,0.1601761358915677,0.1617941260337829,24000,0.0,0.0
1972-07-20 04:00:00,0.1617941691305457,0.1617941691305457,0.1605806391689136,0.1613897085189819,76800,0.0,0.0
1972-07-21 04:00:00,0.1613896837232446,0.1626030653715133,0.1613896837232446,0.1626030653715133,273600,0.0,0.0
1972-07-24 04:00:00,0.1626030636984901,0.1626030636984901,0.1617941426079673,0.1621986031532287,225600,0.0,0.0
1972-07-25 04:00:00,0.162198477869319,0.1642209271603802,0.162198477869319,0.1638164669275283,278400,0.0,0.0
1972-07-26 04:00:00,0.1642209311214899,0.1646253913640976,0.1642209311214899,0.1646253913640976,86400,0.0,0.0
1972-07-27 04:00:00,0.1646254976874837,0.1646254976874837,0.1617941260337829,0.1617941260337829,518400,0.0,0.0
1972-07-28 04:00:00,0.1626029629869192,0.16341188357642,0.1626029629869192,0.1630074232816696,67200,0.0,0.0
1972-07-31 04:00:00,0.1642302423715591,0.1642302423715591,0.1634152535704448,0.1642302423715591,86400,0.007813,0.0
1972-08-01 04:00:00,0.1642301180479334,0.1670827259303999,0.1634151298637722,0.1662677377462387,264000,0.0,0.0
1972-08-02 04:00:00,0.1662677395522695,0.1687128533692146,0.1654527513592557,0.1678978651762008,211200,0.0,0.0
1972-08-03 04:00:00,0.1678978810166328,0.1687128692865371,0.1662677552389062,0.1687128692865371,264000,0.0,0.0
1972-08-04 04:00:00,0.1695278592007706,0.1711579849943086,0.1695278592007706,0.1703429967164993,681600,0.0,0.0
1972-08-07 04:00:00,0.1719730125340617,0.1727881502358888,0.1719730125340617,0.172380656003952,206400,0.0,0.0
1972-08-08 04:00:00,0.1723807678809168,0.1723807678809168,0.1719731241464615,0.1719731241464615,547200,0.0,0.0
1972-08-09 04:00:00,0.1719730939848367,0.1727882320727336,0.171158105134964,0.171158105134964,244800,0.0,0.0
1972-08-10 04:00:00,0.1719729758277942,0.1727881133556366,0.1719729758277942,0.1727881133556366,153600,0.0,0.0
1972-08-11 04:00:00,0.1727881133556366,0.1727881133556366,0.1723806192106762,0.1727881133556366,86400,0.0,0.0
1972-08-14 04:00:00,0.1727880846081615,0.1744180609168171,0.1727880846081615,0.1736030727624893,124800,0.0,0.0
1972-08-15 04:00:00,0.1744179953707696,0.1760481203047232,0.1744179953707696,0.1748256385326385,120000,0.0,0.0
1972-08-16 04:00:00,0.1760482349355629,0.1776783609309455,0.1760482349355629,0.1768632233142852,81600,0.0,0.0
1972-08-17 04:00:00,0.1772709637880325,0.1776784582004753,0.1772709637880325,0.1772709637880325,67200,0.0,0.0
1972-08-18 04:00:00,0.1793082743494333,0.1817533878598251,0.1793082743494333,0.1805309057235717,321600,0.0,0.0
1972-08-21 04:00:00,0.1805309810078542,0.1813459694385528,0.1805309810078542,0.1813459694385528,19200,0.0,0.0
1972-08-22 04:00:00,0.1817534881741078,0.1841986030340194,0.1817534881741078,0.1841986030340194,350400,0.0,0.0
1972-08-23 04:00:00,0.1841985589677148,0.1850136965513229,0.1833835706220386,0.1850136965513229,177600,0.0,0.0
1972-08-24 04:00:00,0.1850136974110347,0.185828685760498,0.1850136974110347,0.185828685760498,72000,0.0,0.0
1972-08-25 04:00:00,0.1854212576417623,0.1854212576417623,0.1841986254440742,0.1846062690019607,244800,0.0,0.0
1972-08-28 04:00:00,0.1846061788539408,0.1850136729748515,0.1837910413742065,0.1837910413742065,81600,0.0,0.0
1972-08-29 04:00:00,0.1833835095167159,0.1833835095167159,0.1833835095167159,0.183383509516716,52800,0.0,0.0
1972-08-30 04:00:00,0.1833836131503486,0.1837911074176883,0.1825686246156692,0.1825686246156692,91200,0.0,0.0
1972-08-31 04:00:00,0.1829760670661926,0.1833835612181344,0.1829760670661926,0.1829760670661926,33600,0.0,0.0
1972-09-01 04:00:00,0.182976053132385,0.1837910413742065,0.182976053132385,0.1837910413742065,48000,0.0,0.0
1972-09-05 04:00:00,0.1837910553700762,0.1841985495220181,0.1829760670661926,0.1829760670661926,172800,0.0,0.0
1972-09-06 04:00:00,0.1825685869414292,0.1825685869414292,0.1817534493369925,0.1821610927581787,100800,0.0,0.0
1972-09-07 04:00:00,0.1813458557457072,0.1813458557457072,0.1801233738660812,0.1801233738660812,33600,0.0,0.0
1972-09-08 04:00:00,0.179308406750371,0.179308406750371,0.1768632914345115,0.1789009124040603,211200,0.0,0.0
1972-09-11 04:00:00,0.1789007119532411,0.1793082058429718,0.1784932180635103,0.1793082058429718,33600,0.0,0.0
1972-09-12 04:00:00,0.1797158959874023,0.1813458719727559,0.1797158959874023,0.1809383779764175,139200,0.0,0.0
1972-09-13 04:00:00,0.1809383779764175,0.1817533659690943,0.1809383779764175,0.1809383779764175,134400,0.0,0.0
1972-09-14 04:00:00,0.1809383779764175,0.1817533659690943,0.1809383779764175,0.1809383779764175,230400,0.0,0.0
1972-09-15 04:00:00,0.180938379187461,0.1817533671855926,0.180938379187461,0.1817533671855926,0,0.0,0.0
1972-09-18 04:00:00,0.1809383779764175,0.1809383779764175,0.1797158959874023,0.1809383779764175,91200,0.0,0.0
1972-09-19 04:00:00,0.1809383779764175,0.1809383779764175,0.1809383779764175,0.1809383779764175,52800,0.0,0.0
1972-09-20 04:00:00,0.1809383306397228,0.1809383306397228,0.1793082058429718,0.1793082058429718,187200,0.0,0.0
1972-09-21 04:00:00,0.1797158959874023,0.1809383779764175,0.1797158959874023,0.1809383779764175,72000,0.0,0.0
1972-09-22 04:00:00,0.1809383779764175,0.1817533659690943,0.1809383779764175,0.1809383779764175,67200,0.0,0.0
1972-09-25 04:00:00,0.1809383617858319,0.1813458557457072,0.1801233738660812,0.1801233738660812,144000,0.0,0.0
1972-09-26 04:00:00,0.1801233428602613,0.1801233428602613,0.1780857241737796,0.1793082058429718,134400,0.0,0.0
1972-09-27 04:00:00,0.1784933493096679,0.1784933493096679,0.1760482349355629,0.1768632233142852,192000,0.0,0.0
1972-09-28 04:00:00,0.1760482777706475,0.1760482777706475,0.1744181513786316,0.1744181513786316,129600,0.0,0.0
1972-09-29 04:00:00,0.1744180776233108,0.175640709209808,0.17360308939092,0.1752332150936126,148800,0.0,0.0
1972-10-02 04:00:00,0.1760481912407996,0.1776783168315887,0.1760481912407996,0.1776783168315887,72000,0.0,0.0
1972-10-03 04:00:00,0.1776782288608632,0.1793082044067301,0.1768630918501028,0.1784932166337967,124800,0.0,0.0
1972-10-04 04:00:00,0.1793082527531967,0.1809383779764175,0.1793082527531967,0.1809383779764175,67200,0.0,0.0
1972-10-05 04:00:00,0.1817534493369925,0.1829760811246798,0.1817534493369925,0.1821610927581787,432000,0.0,0.0
1972-10-06 04:00:00,0.1821611303483295,0.1829761188830089,0.1821611303483295,0.1825686246156692,787200,0.0,0.0
1972-10-09 04:00:00,0.1833836144933714,0.1841986030340194,0.1833836144933714,0.1841986030340194,57600,0.0,0.0
1972-10-10 04:00:00,0.1837910035537727,0.1837910035537727,0.1825685214426023,0.183383509516716,115200,0.0,0.0
1972-10-11 04:00:00,0.1833835472532958,0.1837910413742065,0.1825685590114743,0.1837910413742065,163200,0.0,0.0
1972-10-12 04:00:00,0.1837911074176883,0.1837911074176883,0.1825686246156692,0.1825686246156692,33600,0.0,0.0
1972-10-13 04:00:00,0.1817533169633575,0.1817533169633575,0.1784932166337967,0.1784932166337967,86400,0.0,0.0
